flight_number,flight_date,origin,destination,tail_number,aircraft_type,gross_weight_cargo_kg,gross_volume_cargo_m3,passenger_count,baggage_weight_kg,fuel_weight_kg,fuel_price_per_kg,cargo_price_per_kg
AB301,2023-02-25,SIN,HKG,TN-ZND,Airbus A330-200,11300,101,250,3750,37950,0.85,3.3
AB101,2023-02-26,KUL,SIN,TN-ZNB,Boeing 737-800,1500,36,158,2370,8500,0.84,2.7
AB102,2023-02-26,KUL,SIN,TN-ZZB,Boeing 737-800,1530,37,161,2415,8470,0.84,2.7
AB201,2023-02-26,KUL,BKK,TN-ZNA,Airbus A330-300,11650,106,270,4050,42550,0.84,2.8
AB301,2023-02-26,SIN,HKG,TN-ZND,Airbus A330-200,11100,99,245,3675,38200,0.84,3.25
AB101,2023-02-27,KUL,SIN,TN-ZNB,Boeing 737-800,1480,36,156,2340,8520,0.84,2.65
AB102,2023-02-27,KUL,SIN,TN-ZZB,Boeing 737-800,1510,37,159,2385,8490,0.84,2.65
AB201,2023-02-27,KUL,BKK,TN-ZNA,Airbus A330-300,11450,104,265,3975,42750,0.84,2.75
AB501,2023-02-27,BKK,SGN,TN-ZNC,Boeing 737-900ER,1800,45,172,2580,9120,0.84,2.85
AB101,2023-02-28,KUL,SIN,TN-ZNB,Boeing 737-800,1460,35,154,2310,8540,0.84,2.65
AB102,2023-02-28,KUL,SIN,TN-ZZB,Boeing 737-800,1490,36,157,2355,8510,0.84,2.65
AB201,2023-02-28,KUL,BKK,TN-ZNA,Airbus A330-300,11250,102,260,3900,42950,0.84,2.7
AB401,2023-02-28,KUL,PVG,TN-ZFB,Airbus A330-300,12700,115,292,4380,57900,0.84,3.55
AB301,2023-02-28,SIN,HKG,TN-ZND,Airbus A330-200,10900,97,240,3600,38450,0.84,3.2
AB101,2023-03-01,KUL,SIN,TN-ZNB,Boeing 737-800,1440,35,152,2280,8560,0.84,2.6
AB102,2023-03-01,KUL,SIN,TN-ZZB,Boeing 737-800,1470,36,155,2325,8530,0.84,2.6
AB201,2023-03-01,KUL,BKK,TN-ZNA,Airbus A330-300,11050,100,255,3825,43150,0.84,2.65
AB501,2023-03-01,BKK,SGN,TN-ZNC,Boeing 737-900ER,1770,44,169,2535,9170,0.84,2.8
AB101,2023-03-02,KUL,SIN,TN-ZNB,Boeing 737-800,1420,34,150,2250,8580,0.84,2.6
AB102,2023-03-02,KUL,SIN,TN-ZZB,Boeing 737-800,1450,35,153,2295,8550,0.84,2.6
AB201,2023-03-02,KUL,BKK,TN-ZNA,Airbus A330-300,10850,98,250,3750,43350,0.84,2.6
AB401,2023-03-02,KUL,PVG,TN-ZFB,Airbus A330-300,12450,113,285,4275,58200,0.84,3.45
AB301,2023-03-02,SIN,HKG,TN-ZND,Airbus A330-200,10700,95,235,3525,38700,0.84,3.15
AB101,2023-03-03,KUL,SIN,TN-ZNB,Boeing 737-800,1400,34,148,2220,8600,0.83,2.55
AB102,2023-03-03,KUL,SIN,TN-ZZB,Boeing 737-800,1430,35,151,2265,8570,0.83,2.55
AB201,2023-03-03,KUL,BKK,TN-ZNA,Airbus A330-300,10650,97,245,3675,43550,0.83,2.55
AB501,2023-03-03,BKK,SGN,TN-ZNC,Boeing 737-900ER,1740,43,166,2490,9220,0.83,2.75
AB101,2023-03-04,KUL,SIN,TN-ZNB,Boeing 737-800,1385,33,146,2190,8615,0.83,2.55
AB102,2023-03-04,KUL,SIN,TN-ZZB,Boeing 737-800,1415,34,149,2235,8585,0.83,2.55
AB201,2023-03-04,KUL,BKK,TN-ZNA,Airbus A330-300,10500,95,242,3630,43700,0.83,2.55
AB401,2023-03-04,KUL,PVG,TN-ZFB,Airbus A330-300,12200,111,280,4200,58500,0.83,3.4
AB301,2023-03-04,SIN,HKG,TN-ZND,Airbus A330-200,10500,93,230,3450,38950,0.83,3.1
AB101,2023-03-05,KUL,SIN,TN-ZNB,Boeing 737-800,1370,33,144,2160,8630,0.83,2.5
AB102,2023-03-05,KUL,SIN,TN-ZZB,Boeing 737-800,1400,34,147,2205,8600,0.83,2.5
AB201,2023-03-05,KUL,BKK,TN-ZNA,Airbus A330-300,10350,94,238,3570,43850,0.83,2.5
AB301,2023-03-05,SIN,HKG,TN-ZND,Airbus A330-200,10350,92,227,3405,39150,0.83,3.05
AB101,2023-03-06,KUL,SIN,TN-ZNB,Boeing 737-800,1360,33,143,2145,8640,0.83,2.5
AB102,2023-03-06,KUL,SIN,TN-ZZB,Boeing 737-800,1390,34,146,2190,8610,0.83,2.5
AB201,2023-03-06,KUL,BKK,TN-ZNA,Airbus A330-300,10250,93,235,3525,43950,0.83,2.5
AB501,2023-03-06,BKK,SGN,TN-ZNC,Boeing 737-900ER,1710,42,163,2445,9270,0.83,2.7
AB101,2023-03-07,KUL,SIN,TN-ZNB,Boeing 737-800,1350,33,142,2130,8650,0.83,2.5
AB102,2023-03-07,KUL,SIN,TN-ZZB,Boeing 737-800,1380,33,145,2175,8620,0.83,2.5
AB201,2023-03-07,KUL,BKK,TN-ZNA,Airbus A330-300,10150,92,232,3480,44050,0.83,2.5
AB401,2023-03-07,KUL,PVG,TN-ZFB,Airbus A330-300,11950,108,275,4125,58800,0.83,3.35
AB301,2023-03-07,SIN,HKG,TN-ZND,Airbus A330-200,10200,91,224,3360,39350,0.83,3
AB101,2023-03-08,KUL,SIN,TN-ZNB,Boeing 737-800,1345,32,141,2115,8655,0.82,2.5
AB102,2023-03-08,KUL,SIN,TN-ZZB,Boeing 737-800,1375,33,144,2160,8625,0.82,2.5
AB201,2023-03-08,KUL,BKK,TN-ZNA,Airbus A330-300,10100,92,230,3450,44100,0.82,2.5
AB501,2023-03-08,BKK,SGN,TN-ZNC,Boeing 737-900ER,1690,42,161,2415,9300,0.82,2.7
AB101,2023-03-09,KUL,SIN,TN-ZNB,Boeing 737-800,1340,32,140,2100,8660,0.82,2.5
AB102,2023-03-09,KUL,SIN,TN-ZZB,Boeing 737-800,1370,33,143,2145,8630,0.82,2.5
AB201,2023-03-09,KUL,BKK,TN-ZNA,Airbus A330-300,10050,91,228,3420,44150,0.82,2.5
AB401,2023-03-09,KUL,PVG,TN-ZFB,Airbus A330-300,11750,107,270,4050,59050,0.82,3.3
AB301,2023-03-09,SIN,HKG,TN-ZND,Airbus A330-200,10100,90,222,3330,39500,0.82,2.95
AB101,2023-03-10,KUL,SIN,TN-ZNB,Boeing 737-800,1340,32,140,2100,8660,0.82,2.5
AB102,2023-03-10,KUL,SIN,TN-ZZB,Boeing 737-800,1370,33,143,2145,8630,0.82,2.5
AB201,2023-03-10,KUL,BKK,TN-ZNA,Airbus A330-300,10050,91,228,3420,44150,0.82,2.5
AB501,2023-03-10,BKK,SGN,TN-ZNC,Boeing 737-900ER,1680,42,160,2400,9320,0.82,2.7
AB101,2023-03-11,KUL,SIN,TN-ZNB,Boeing 737-800,1350,33,142,2130,8650,0.82,2.5
AB102,2023-03-11,KUL,SIN,TN-ZZB,Boeing 737-800,1380,33,145,2175,8620,0.82,2.5
AB201,2023-03-11,KUL,BKK,TN-ZNA,Airbus A330-300,10150,92,232,3480,44050,0.82,2.5
AB401,2023-03-11,KUL,PVG,TN-ZFB,Airbus A330-300,11850,108,273,4095,58900,0.82,3.3
AB301,2023-03-11,SIN,HKG,TN-ZND,Airbus A330-200,10200,91,224,3360,39350,0.82,2.95
AB101,2023-03-12,KUL,SIN,TN-ZNB,Boeing 737-800,1360,33,143,2145,8640,0.82,2.5
AB102,2023-03-12,KUL,SIN,TN-ZZB,Boeing 737-800,1390,34,146,2190,8610,0.82,2.5
AB201,2023-03-12,KUL,BKK,TN-ZNA,Airbus A330-300,10250,93,235,3525,43950,0.82,2.5
AB301,2023-03-12,SIN,HKG,TN-ZND,Airbus A330-200,10300,92,226,3390,39200,0.82,2.95
AB101,2023-03-13,KUL,SIN,TN-ZNB,Boeing 737-800,1370,33,144,2160,8630,0.82,2.5
AB102,2023-03-13,KUL,SIN,TN-ZZB,Boeing 737-800,1400,34,147,2205,8600,0.82,2.5
AB201,2023-03-13,KUL,BKK,TN-ZNA,Airbus A330-300,10350,94,238,3570,43850,0.82,2.55
AB501,2023-03-13,BKK,SGN,TN-ZNC,Boeing 737-900ER,1700,42,162,2430,9280,0.82,2.7
AB101,2023-03-14,KUL,SIN,TN-ZNB,Boeing 737-800,1380,33,145,2175,8620,0.82,2.55
AB102,2023-03-14,KUL,SIN,TN-ZZB,Boeing 737-800,1410,34,148,2220,8590,0.82,2.55
AB201,2023-03-14,KUL,BKK,TN-ZNA,Airbus A330-300,10450,95,241,3615,43750,0.82,2.55
AB401,2023-03-14,KUL,PVG,TN-ZFB,Airbus A330-300,11950,108,276,4140,58750,0.82,3.3
AB301,2023-03-14,SIN,HKG,TN-ZND,Airbus A330-200,10400,93,228,3420,39050,0.82,3
AB101,2023-03-15,KUL,SIN,TN-ZNB,Boeing 737-800,1390,34,146,2190,8610,0.82,2.55
AB102,2023-03-15,KUL,SIN,TN-ZZB,Boeing 737-800,1420,34,149,2235,8580,0.82,2.55
AB201,2023-03-15,KUL,BKK,TN-ZNA,Airbus A330-300,10550,96,244,3660,43650,0.82,2.55
AB501,2023-03-15,BKK,SGN,TN-ZNC,Boeing 737-900ER,1720,43,164,2460,9250,0.82,2.75
AB101,2023-03-16,KUL,SIN,TN-ZNB,Boeing 737-800,1400,34,147,2205,8600,0.81,2.55
AB102,2023-03-16,KUL,SIN,TN-ZZB,Boeing 737-800,1430,35,150,2250,8570,0.81,2.55
AB201,2023-03-16,KUL,BKK,TN-ZNA,Airbus A330-300,10650,97,247,3705,43550,0.81,2.6
AB401,2023-03-16,KUL,PVG,TN-ZFB,Airbus A330-300,12050,109,278,4170,58600,0.81,3.35
AB301,2023-03-16,SIN,HKG,TN-ZND,Airbus A330-200,10500,94,230,3450,38900,0.81,3
AB101,2023-03-17,KUL,SIN,TN-ZNB,Boeing 737-800,1410,34,148,2220,8590,0.81,2.55
AB102,2023-03-17,KUL,SIN,TN-ZZB,Boeing 737-800,1440,35,151,2265,8560,0.81,2.55
AB201,2023-03-17,KUL,BKK,TN-ZNA,Airbus A330-300,10750,98,250,3750,43450,0.81,2.6
AB501,2023-03-17,BKK,SGN,TN-ZNC,Boeing 737-900ER,1740,43,166,2490,9220,0.81,2.75
AB101,2023-03-18,KUL,SIN,TN-ZNB,Boeing 737-800,1420,34,149,2235,8580,0.81,2.55
AB102,2023-03-18,KUL,SIN,TN-ZZB,Boeing 737-800,1450,35,152,2280,8550,0.81,2.55
AB201,2023-03-18,KUL,BKK,TN-ZNA,Airbus A330-300,10850,99,253,3795,43350,0.81,2.6
AB401,2023-03-18,KUL,PVG,TN-ZFB,Airbus A330-300,12150,110,280,4200,58450,0.81,3.35
AB301,2023-03-18,SIN,HKG,TN-ZND,Airbus A330-200,10600,95,232,3480,38750,0.81,3.05
AB101,2023-03-19,KUL,SIN,TN-ZNB,Boeing 737-800,1430,35,150,2250,8570,0.81,2.55
AB102,2023-03-19,KUL,SIN,TN-ZZB,Boeing 737-800,1460,35,153,2295,8540,0.81,2.55
AB201,2023-03-19,KUL,BKK,TN-ZNA,Airbus A330-300,10950,99,256,3840,43250,0.81,2.65
AB301,2023-03-19,SIN,HKG,TN-ZND,Airbus A330-200,10700,95,234,3510,38600,0.81,3.05
AB101,2023-03-20,KUL,SIN,TN-ZNB,Boeing 737-800,1440,35,151,2265,8560,0.81,2.6
AB102,2023-03-20,KUL,SIN,TN-ZZB,Boeing 737-800,1470,36,154,2310,8530,0.81,2.6
AB201,2023-03-20,KUL,BKK,TN-ZNA,Airbus A330-300,11050,100,259,3885,43150,0.81,2.65
AB501,2023-03-20,BKK,SGN,TN-ZNC,Boeing 737-900ER,1760,44,168,2520,9190,0.81,2.75
AB101,2023-03-21,KUL,SIN,TN-ZNB,Boeing 737-800,1450,35,152,2280,8550,0.8,2.6
AB102,2023-03-21,KUL,SIN,TN-ZZB,Boeing 737-800,1480,36,155,2325,8520,0.8,2.6
AB201,2023-03-21,KUL,BKK,TN-ZNA,Airbus A330-300,11150,101,262,3930,43050,0.8,2.65
AB401,2023-03-21,KUL,PVG,TN-ZFB,Airbus A330-300,12250,111,282,4230,58300,0.8,3.35
AB301,2023-03-21,SIN,HKG,TN-ZND,Airbus A330-200,10800,96,236,3540,38450,0.8,3.05
AB101,2023-03-22,KUL,SIN,TN-ZNB,Boeing 737-800,1460,35,153,2295,8540,0.8,2.6
AB102,2023-03-22,KUL,SIN,TN-ZZB,Boeing 737-800,1490,36,156,2340,8510,0.8,2.6
AB201,2023-03-22,KUL,BKK,TN-ZNA,Airbus A330-300,11250,102,265,3975,42950,0.8,2.7
AB501,2023-03-22,BKK,SGN,TN-ZNC,Boeing 737-900ER,1780,44,170,2550,9160,0.8,2.8
AB101,2023-03-23,KUL,SIN,TN-ZNB,Boeing 737-800,1470,36,154,2310,8530,0.8,2.6
AB102,2023-03-23,KUL,SIN,TN-ZZB,Boeing 737-800,1500,36,157,2355,8500,0.8,2.6
AB201,2023-03-23,KUL,BKK,TN-ZNA,Airbus A330-300,11350,103,268,4020,42850,0.8,2.7
AB401,2023-03-23,KUL,PVG,TN-ZFB,Airbus A330-300,12350,112,284,4260,58150,0.8,3.4
AB301,2023-03-23,SIN,HKG,TN-ZND,Airbus A330-200,10900,97,238,3570,38300,0.8,3.1
AB101,2023-03-24,KUL,SIN,TN-ZNB,Boeing 737-800,1480,36,155,2325,8520,0.8,2.6
AB102,2023-03-24,KUL,SIN,TN-ZZB,Boeing 737-800,1510,37,158,2370,8490,0.8,2.6
AB201,2023-03-24,KUL,BKK,TN-ZNA,Airbus A330-300,11450,104,271,4065,42750,0.8,2.7
AB501,2023-03-24,BKK,SGN,TN-ZNC,Boeing 737-900ER,1800,45,172,2580,9130,0.8,2.8
AB101,2023-03-25,KUL,SIN,TN-ZNB,Boeing 737-800,1490,36,156,2340,8510,0.8,2.65
AB102,2023-03-25,KUL,SIN,TN-ZZB,Boeing 737-800,1520,37,159,2385,8480,0.8,2.65
AB201,2023-03-25,KUL,BKK,TN-ZNA,Airbus A330-300,11550,105,274,4110,42650,0.8,2.75
AB401,2023-03-25,KUL,PVG,TN-ZFB,Airbus A330-300,12450,113,286,4290,58000,0.8,3.4
AB301,2023-03-25,SIN,HKG,TN-ZND,Airbus A330-200,11000,98,240,3600,38150,0.8,3.1
AB101,2023-03-26,KUL,SIN,TN-ZNB,Boeing 737-800,1500,36,157,2355,8500,0.8,2.65
AB102,2023-03-26,KUL,SIN,TN-ZZB,Boeing 737-800,1530,37,160,2400,8470,0.8,2.65
AB201,2023-03-26,KUL,BKK,TN-ZNA,Airbus A330-300,11650,106,277,4155,42550,0.8,2.75
AB301,2023-03-26,SIN,HKG,TN-ZND,Airbus A330-200,11100,99,242,3630,38000,0.8,3.1
AB101,2023-03-27,KUL,SIN,TN-ZNB,Boeing 737-800,1510,37,158,2370,8490,0.79,2.65
AB102,2023-03-27,KUL,SIN,TN-ZZB,Boeing 737-800,1540,37,161,2415,8460,0.79,2.65
AB201,2023-03-27,KUL,BKK,TN-ZNA,Airbus A330-300,11750,107,280,4200,42450,0.79,2.75
AB501,2023-03-27,BKK,SGN,TN-ZNC,Boeing 737-900ER,1820,45,174,2610,9100,0.79,2.8
AB101,2023-03-28,KUL,SIN,TN-ZNB,Boeing 737-800,1520,37,159,2385,8480,0.79,2.65
AB102,2023-03-28,KUL,SIN,TN-ZZB,Boeing 737-800,1550,38,162,2430,8450,0.79,2.65
AB201,2023-03-28,KUL,BKK,TN-ZNA,Airbus A330-300,11850,108,283,4245,42350,0.79,2.8
AB401,2023-03-28,KUL,PVG,TN-ZFB,Airbus A330-300,12550,114,288,4320,57850,0.79,3.45
AB301,2023-03-28,SIN,HKG,TN-ZND,Airbus A330-200,11200,100,244,3660,37850,0.79,3.15
AB101,2023-03-29,KUL,SIN,TN-ZNB,Boeing 737-800,1530,37,160,2400,8470,0.79,2.65
AB102,2023-03-29,KUL,SIN,TN-ZZB,Boeing 737-800,1560,38,163,2445,8440,0.79,2.65
AB201,2023-03-29,KUL,BKK,TN-ZNA,Airbus A330-300,11950,108,286,4290,42250,0.79,2.8
AB501,2023-03-29,BKK,SGN,TN-ZNC,Boeing 737-900ER,1840,46,176,2640,9070,0.79,2.85
AB101,2023-03-30,KUL,SIN,TN-ZNB,Boeing 737-800,1540,37,161,2415,8460,0.79,2.7
AB102,2023-03-30,KUL,SIN,TN-ZZB,Boeing 737-800,1570,38,164,2460,8430,0.79,2.7
AB201,2023-03-30,KUL,BKK,TN-ZNA,Airbus A330-300,12050,109,289,4335,42150,0.79,2.8
AB401,2023-03-30,KUL,PVG,TN-ZFB,Airbus A330-300,12650,115,290,4350,57700,0.79,3.45
AB301,2023-03-30,SIN,HKG,TN-ZND,Airbus A330-200,11300,101,246,3690,37700,0.79,3.15
AB101,2023-03-31,KUL,SIN,TN-ZNB,Boeing 737-800,1550,38,162,2430,8450,0.79,2.7
AB102,2023-03-31,KUL,SIN,TN-ZZB,Boeing 737-800,1580,38,165,2475,8420,0.79,2.7
AB201,2023-03-31,KUL,BKK,TN-ZNA,Airbus A330-300,12150,110,292,4380,42050,0.79,2.85
AB501,2023-03-31,BKK,SGN,TN-ZNC,Boeing 737-900ER,1860,46,178,2670,9040,0.79,2.85
AB101,2023-04-01,KUL,SIN,TN-ZNB,Boeing 737-800,1560,38,163,2445,8440,0.79,2.7
AB102,2023-04-01,KUL,SIN,TN-ZZB,Boeing 737-800,1590,38,166,2490,8410,0.79,2.7
AB201,2023-04-01,KUL,BKK,TN-ZNA,Airbus A330-300,12250,111,295,4425,41950,0.79,2.85
AB401,2023-04-01,KUL,PVG,TN-ZFB,Airbus A330-300,12750,116,292,4380,57550,0.79,3.5
AB301,2023-04-01,SIN,HKG,TN-ZND,Airbus A330-200,11400,102,248,3720,37550,0.79,3.2
AB101,2023-04-02,KUL,SIN,TN-ZNB,Boeing 737-800,1570,38,164,2460,8430,0.79,2.7
AB102,2023-04-02,KUL,SIN,TN-ZZB,Boeing 737-800,1600,39,167,2505,8400,0.79,2.7
AB201,2023-04-02,KUL,BKK,TN-ZNA,Airbus A330-300,12350,112,298,4470,41850,0.79,2.9
AB301,2023-04-02,SIN,HKG,TN-ZND,Airbus A330-200,11500,103,250,3750,37400,0.79,3.2
AB101,2023-04-03,KUL,SIN,TN-ZNB,Boeing 737-800,1580,38,165,2475,8420,0.79,2.75
AB102,2023-04-03,KUL,SIN,TN-ZZB,Boeing 737-800,1610,39,168,2520,8390,0.79,2.75
AB201,2023-04-03,KUL,BKK,TN-ZNA,Airbus A330-300,12450,113,301,4515,41750,0.79,2.9
AB501,2023-04-03,BKK,SGN,TN-ZNC,Boeing 737-900ER,1880,47,180,2700,9010,0.79,2.9
AB101,2023-04-04,KUL,SIN,TN-ZNB,Boeing 737-800,1590,38,166,2490,8410,0.79,2.75
AB102,2023-04-04,KUL,SIN,TN-ZZB,Boeing 737-800,1620,39,169,2535,8380,0.79,2.75
AB201,2023-04-04,KUL,BKK,TN-ZNA,Airbus A330-300,12550,114,304,4560,41650,0.79,2.9
AB401,2023-04-04,KUL,PVG,TN-ZFB,Airbus A330-300,12850,117,295,4425,57400,0.79,3.5
AB301,2023-04-04,SIN,HKG,TN-ZND,Airbus A330-200,11600,104,252,3780,37250,0.79,3.25
AB101,2023-04-05,KUL,SIN,TN-ZNB,Boeing 737-800,1600,39,167,2505,8400,0.79,2.75
AB102,2023-04-05,KUL,SIN,TN-ZZB,Boeing 737-800,1630,40,170,2550,8370,0.79,2.75
AB201,2023-04-05,KUL,BKK,TN-ZNA,Airbus A330-300,12650,115,307,4605,41550,0.79,2.95
AB501,2023-04-05,BKK,SGN,TN-ZNC,Boeing 737-900ER,1900,47,182,2730,8980,0.79,2.9
AB101,2023-04-06,KUL,SIN,TN-ZNB,Boeing 737-800,1610,39,168,2520,8390,0.79,2.75
AB102,2023-04-06,KUL,SIN,TN-ZZB,Boeing 737-800,1640,40,171,2565,8360,0.79,2.75
AB201,2023-04-06,KUL,BKK,TN-ZNA,Airbus A330-300,12750,116,310,4650,41450,0.79,2.95
AB401,2023-04-06,KUL,PVG,TN-ZFB,Airbus A330-300,12950,118,298,4470,57250,0.79,3.55
AB301,2023-04-06,SIN,HKG,TN-ZND,Airbus A330-200,11700,104,254,3810,37100,0.79,3.25
AB101,2023-04-07,KUL,SIN,TN-ZNB,Boeing 737-800,1620,39,169,2535,8380,0.79,2.8
AB102,2023-04-07,KUL,SIN,TN-ZZB,Boeing 737-800,1650,40,172,2580,8350,0.79,2.8
AB201,2023-04-07,KUL,BKK,TN-ZNA,Airbus A330-300,12850,117,313,4695,41350,0.79,2.95
AB501,2023-04-07,BKK,SGN,TN-ZNC,Boeing 737-900ER,1920,48,184,2760,8950,0.79,2.95
AB101,2023-04-08,KUL,SIN,TN-ZNB,Boeing 737-800,1630,40,170,2550,8370,0.79,2.8
AB102,2023-04-08,KUL,SIN,TN-ZZB,Boeing 737-800,1660,40,173,2595,8340,0.79,2.8
AB201,2023-04-08,KUL,BKK,TN-ZNA,Airbus A330-300,12950,118,316,4740,41250,0.79,3
AB401,2023-04-08,KUL,PVG,TN-ZFB,Airbus A330-300,13050,119,300,4500,57100,0.79,3.55
AB301,2023-04-08,SIN,HKG,TN-ZND,Airbus A330-200,11800,105,256,3840,36950,0.79,3.3
AB101,2023-04-09,KUL,SIN,TN-ZNB,Boeing 737-800,1640,40,171,2565,8360,0.79,2.8
AB102,2023-04-09,KUL,SIN,TN-ZZB,Boeing 737-800,1670,41,174,2610,8330,0.79,2.8
AB201,2023-04-09,KUL,BKK,TN-ZNA,Airbus A330-300,13050,119,319,4785,41150,0.79,3
AB301,2023-04-09,SIN,HKG,TN-ZND,Airbus A330-200,11900,106,258,3870,36800,0.79,3.3
AB101,2023-04-10,KUL,SIN,TN-ZNB,Boeing 737-800,1650,40,172,2580,8350,0.8,2.8
AB102,2023-04-10,KUL,SIN,TN-ZZB,Boeing 737-800,1680,41,175,2625,8320,0.8,2.8
AB201,2023-04-10,KUL,BKK,TN-ZNA,Airbus A330-300,13150,120,322,4830,41050,0.8,3
AB501,2023-04-10,BKK,SGN,TN-ZNC,Boeing 737-900ER,1940,48,186,2790,8920,0.8,2.95
AB101,2023-04-11,KUL,SIN,TN-ZNB,Boeing 737-800,1660,40,173,2595,8340,0.8,2.85
AB102,2023-04-11,KUL,SIN,TN-ZZB,Boeing 737-800,1690,41,176,2640,8310,0.8,2.85
AB201,2023-04-11,KUL,BKK,TN-ZNA,Airbus A330-300,13250,121,325,4875,40950,0.8,3.05
AB401,2023-04-11,KUL,PVG,TN-ZFB,Airbus A330-300,13150,120,303,4545,56950,0.8,3.6
AB301,2023-04-11,SIN,HKG,TN-ZND,Airbus A330-200,12000,107,260,3900,36650,0.8,3.35
AB101,2023-04-12,KUL,SIN,TN-ZNB,Boeing 737-800,1670,41,174,2610,8330,0.8,2.85
AB102,2023-04-12,KUL,SIN,TN-ZZB,Boeing 737-800,1700,41,177,2655,8300,0.8,2.85
AB201,2023-04-12,KUL,BKK,TN-ZNA,Airbus A330-300,13350,122,328,4920,40850,0.8,3.05
AB501,2023-04-12,BKK,SGN,TN-ZNC,Boeing 737-900ER,1960,49,188,2820,8890,0.8,3
AB101,2023-04-13,KUL,SIN,TN-ZNB,Boeing 737-800,1680,41,175,2625,8320,0.8,2.85
AB102,2023-04-13,KUL,SIN,TN-ZZB,Boeing 737-800,1710,42,178,2670,8290,0.8,2.85
AB201,2023-04-13,KUL,BKK,TN-ZNA,Airbus A330-300,13450,122,330,4950,40750,0.8,3.05
AB401,2023-04-13,KUL,PVG,TN-ZFB,Airbus A330-300,13250,121,305,4575,56800,0.8,3.6
AB301,2023-04-13,SIN,HKG,TN-ZND,Airbus A330-200,12100,108,262,3930,36500,0.8,3.35
AB101,2023-04-14,KUL,SIN,TN-ZNB,Boeing 737-800,1690,41,176,2640,8310,0.8,2.85
AB102,2023-04-14,KUL,SIN,TN-ZZB,Boeing 737-800,1720,42,179,2685,8280,0.8,2.85
AB201,2023-04-14,KUL,BKK,TN-ZNA,Airbus A330-300,13500,123,332,4980,40700,0.8,3.1
AB501,2023-04-14,BKK,SGN,TN-ZNC,Boeing 737-900ER,1980,49,190,2850,8860,0.8,3
AB101,2023-04-15,KUL,SIN,TN-ZNB,Boeing 737-800,1700,41,177,2655,8300,0.8,2.9
AB102,2023-04-15,KUL,SIN,TN-ZZB,Boeing 737-800,1730,42,180,2700,8270,0.8,2.9
AB201,2023-04-15,KUL,BKK,TN-ZNA,Airbus A330-300,13550,123,334,5010,40650,0.8,3.1
AB401,2023-04-15,KUL,PVG,TN-ZFB,Airbus A330-300,13350,121,307,4605,56650,0.8,3.65
AB301,2023-04-15,SIN,HKG,TN-ZND,Airbus A330-200,12150,108,264,3960,36400,0.8,3.4
AB101,2023-04-16,KUL,SIN,TN-ZNB,Boeing 737-800,1710,42,178,2670,8290,0.8,2.9
AB102,2023-04-16,KUL,SIN,TN-ZZB,Boeing 737-800,1740,42,181,2715,8260,0.8,2.9
AB201,2023-04-16,KUL,BKK,TN-ZNA,Airbus A330-300,13600,124,336,5040,40600,0.8,3.1
AB301,2023-04-16,SIN,HKG,TN-ZND,Airbus A330-200,12200,109,266,3990,36300,0.8,3.4
AB101,2023-04-17,KUL,SIN,TN-ZNB,Boeing 737-800,1720,42,179,2685,8280,0.8,2.9
AB102,2023-04-17,KUL,SIN,TN-ZZB,Boeing 737-800,1750,43,182,2730,8250,0.8,2.9
AB201,2023-04-17,KUL,BKK,TN-ZNA,Airbus A330-300,13650,124,338,5070,40550,0.8,3.15
AB501,2023-04-17,BKK,SGN,TN-ZNC,Boeing 737-900ER,2000,50,192,2880,8830,0.8,3.05
AB101,2023-04-18,KUL,SIN,TN-ZNB,Boeing 737-800,1730,42,180,2700,8270,0.8,2.9
AB102,2023-04-18,KUL,SIN,TN-ZZB,Boeing 737-800,1760,43,183,2745,8240,0.8,2.9
AB201,2023-04-18,KUL,BKK,TN-ZNA,Airbus A330-300,13700,125,340,5100,40500,0.8,3.15
AB401,2023-04-18,KUL,PVG,TN-ZFB,Airbus A330-300,13450,122,310,4650,56500,0.8,3.65
AB301,2023-04-18,SIN,HKG,TN-ZND,Airbus A330-200,12250,109,268,4020,36200,0.8,3.45
AB101,2023-04-19,KUL,SIN,TN-ZNB,Boeing 737-800,1740,42,181,2715,8260,0.8,2.9
AB102,2023-04-19,KUL,SIN,TN-ZZB,Boeing 737-800,1770,43,184,2760,8230,0.8,2.9
AB201,2023-04-19,KUL,BKK,TN-ZNA,Airbus A330-300,13750,125,342,5130,40450,0.8,3.15
AB501,2023-04-19,BKK,SGN,TN-ZNC,Boeing 737-900ER,2010,50,193,2895,8815,0.8,3.05
AB101,2023-04-20,KUL,SIN,TN-ZNB,Boeing 737-800,1750,43,182,2730,8250,0.8,2.95
AB102,2023-04-20,KUL,SIN,TN-ZZB,Boeing 737-800,1780,43,185,2775,8220,0.8,2.95
AB201,2023-04-20,KUL,BKK,TN-ZNA,Airbus A330-300,13800,126,344,5160,40400,0.8,3.15
AB401,2023-04-20,KUL,PVG,TN-ZFB,Airbus A330-300,13550,123,312,4680,56350,0.8,3.7
AB301,2023-04-20,SIN,HKG,TN-ZND,Airbus A330-200,12300,110,270,4050,36100,0.8,3.45
AB101,2023-04-21,KUL,SIN,TN-ZNB,Boeing 737-800,1760,43,183,2745,8240,0.8,2.95
AB102,2023-04-21,KUL,SIN,TN-ZZB,Boeing 737-800,1790,44,186,2790,8210,0.8,2.95
AB201,2023-04-21,KUL,BKK,TN-ZNA,Airbus A330-300,13850,126,346,5190,40350,0.8,3.2
